"SKUID";"SKUGROUP";"DESCRIPTION";"MU";"BASEUNITS";"UNITSPERPARCEL";"UNITSPERPALLET";"MANUFACTURER";"COUNTRYOFORIGIN";"TRADITIONALTRADE";"LOCATION";"NETWEIGHT"
"00001055";"Группа 4";"Медовый башкирский 50% круг (Белебей)";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000500";"Группа 1";"Мемель Блуе с плесенью 50-55%";"kg";1;0;0;"Vilkyskiu";"Литва";1;"SPB";
"00001376";"Группа 2";"Йогурт ""Organic"" natural  125гх10шт (Сваля)";"vnt";1;0;0;"Svalia-milk";"Литва";1;"SPB";0.125
"00001019";"Группа 2";"Йогурт Ecological natural  125гх10шт (Сваля)";"vnt";1;10;0;"Svalia-milk";"Литва";1;"SPB";0.125
"00001018";"Группа 2";"Йогурт Ecological с вишней 125гх10шт (Сваля)";"vnt";1;10;0;"Svalia-milk";"Литва";1;"SPB";0.125
"00001021";"Группа 2";"Йогурт Ecological с малиной 125гх10шт (Сваля)";"vnt";1;10;0;"Svalia-milk";"Литва";1;"SPB";0.125
"00001017";"Группа 2";"Йогурт Ecological с персиком 125гх10шт (Сваля)";"vnt";1;10;0;"Svalia-milk";"Литва";1;"SPB";0.125
"00001020";"Группа 2";"Йогурт Ecological с черникой 125гх10шт (Сваля)";"vnt";1;10;0;"Svalia-milk";"Литва";1;"SPB";0.125
"00001128";"Группа 2";"Йогурт вишня/ваниль 380гх12шт(Латвия)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.38
"00000885";"Группа 2";"Йогурт земляничный 2% 900гх6шт (Литва)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.9
"00001127";"Группа 2";"Йогурт клубника/банан 380гх12шт(Латвия)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.38
"00001129";"Группа 2";"Йогурт клубника/киви  380гх12шт(Латвия)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.38
"00000886";"Группа 2";"Йогурт персиково-абрикосовый 2% 900гх6шт (Литва)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.9
"00001270";"Группа 2";"Йогурт с клубникой 3,5% 200гх6 (Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00001269";"Группа 2";"Йогурт с клубникой 3,5% 350гх6 (Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00001267";"Группа 2";"Йогурт с крыжовником 3,5% 200гх6 (Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00001268";"Группа 2";"Йогурт с крыжовником 3,5% 350гх6 (Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00001117";"Группа 2";"Йогурт с кусочками вишни 3,5% 200гх6шт (Литва)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00000888";"Группа 2";"Йогурт с кусочками вишни 3,5% 350гх6шт (Литва)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00001118";"Группа 2";"Йогурт с кусочками персиков 3,5% 200гх6шт (Литва)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00000887";"Группа 2";"Йогурт с кусочками персиков 3,5% 350гх6шт (Литва)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00001033";"Группа 4";"Творог 9%  Салми";"kg";1;0;0;"Салми";" ";1;"SPB";
"00000890";"Группа 2";"Творог 9% 180гх8шт (т.м.Вилькишкю пенине)";"vnt";1;8;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.18
"00000514";"Группа 2";"Творог Деревенский 0.5% пл.ван.250г(6шт.)Сваля";"vnt";1;6;0;"Svalia-milk";"Литва";1;"SPB";0.25
"00000512";"Группа 2";"Творог Деревенский 15% пл.ван.250г(6шт.)Сваля";"vnt";1;6;0;"Svalia-milk";"Литва";1;"SPB";0.25
"00000513";"Группа 2";"Творог Деревенский 9% пл.ван.250г(6шт.)Сваля";"vnt";1;6;0;"Svalia-milk";"Литва";1;"SPB";0.25
"00000951";"Группа 2";"Творог зернистый натуральный 7%  200г (9шт) Сваля";"vnt";1;9;0;"Svalia-milk";"Литва";1;"SPB";0.2
"00000552";"Группа 2";"Творог зернистый натуральный 7%  350г (12шт) Сваля";"vnt";1;12;0;"Svalia-milk";"Литва";1;"SPB";0.35
"00000822";"Группа 2";"Творог зернистый с абрикосом 7% 150г(12шт)Сваля";"vnt";1;12;0;"Svalia-milk";"Литва";1;"SPB";0.15
"00000532";"Группа 2";"Творог зернистый с вишней 7% 150гх12шт Сваля";"vnt";1;12;0;"Svalia-milk";"Литва";1;"SPB";0.15
"00000515";"Группа 2";"Творог зернистый с клубникой 7% 150г(12шт)Сваля";"vnt";1;12;0;"Svalia-milk";"Литва";1;"SPB";0.15
"00000533";"Группа 2";"Творог зернистый с клюквой 7% 150г(12шт)Сваля";"vnt";1;12;0;"Svalia-milk";"Литва";1;"SPB";0.15
"00000805";"Группа 2";"Творог зернистый с малиной 7% 150г(12шт)Сваля";"vnt";1;12;0;"Svalia-milk";"Литва";1;"SPB";0.15
"00000978";"Группа 1";"Джюгас 40% твердый  копченый";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00001112";"Группа 3";"Джюгас 40% фас.100гх10шт/12мес.bronza колотый (Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.1
"00001042";"Группа 3";"Джюгас 40% фас.100гх10шт/18мес.Сильвер колотый (Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.1
"00001154";"Группа 3";"Джюгас 40% фас.100гх10шт/36мес.gold колотый (Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.1
"00001181";"Группа 1";"Джюгас Big Box  вес. (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00001363";"Группа 1";"Джюгас bronza 12мес. вес. (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00001365";"Группа 1";"Джюгас Gold  36мес. вес. (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00001364";"Группа 1";"Джюгас silver 18мес. вес. (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00001262";"Группа 2";"Джюгас копченый  фас.250гх10шт(Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.25
"00000064";"Группа 2";"Джюгас слайсы 40% 200гх14шт";"vnt";1;0;0;"ZP";"Литва";1;"SPB";0.2
"00000673";"Группа 2";"Джюгас твердый п/ж 40% фас.250г.х20";"vnt";1;20;0;"ZP";"Литва";1;"SPB";
"00000363";"Группа 2";"Джюгас твердый п/ж 40% фас.250гх10шт(Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.25
"00001052";"Группа 2";"Джюгас твердый п/ж 40% фас.350гх20шт(Литва)";"vnt";1;0;0;"ZP";"Литва";1;"SPB";0.35
"00001234";"Группа 3";"Джюгас твердый фас. 0,9кг в корзине";"vnt";1;0;0;"ZP";"Литва";1;"SPB";0.9
"00001051";"Группа 3";"Джюгас твердый фас.40% в корзине";"vnt";1;0;0;"ZP";"Литва";1;"SPB";0.2
"00001030";"Группа 1";"Джюгас тип Пармезан 40%  вакуум  вес.(Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00001119";"Группа 3";"Джюгас фас.180гх10шт/12мес.bronza(Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.18
"00001120";"Группа 3";"Джюгас фас.180гх10шт/18мес.Сильвер(Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.18
"00001121";"Группа 3";"Джюгас фас.180гх10шт/36мес.gold (Литва)";"vnt";1;10;0;"ZP";"Литва";1;"SPB";0.18
"00000687";"Группа 4";"Диетический 27% (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00001326";"Группа 6";"Домашний Топлёный сырный продукт 45%- 50% (Лайме)";"kg";1;0;0;"Vilkyskiu";"Литва";1;"SPB";
"00000438";"Группа 4";"Дор-Блю 50% (Германия)";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00000617";"Группа 4";"Дуплет Славянские сыры 50% (Украина)";"kg";1;0;0;"Украина";"Украина";1;"SPB";
"00000851";"Группа 1";"Жальгирис 45% вес. (Литва)";"kg";1;0;0;"Vilkyskiu";"Литва";1;"SPB";
"00000647";"Группа 3";"Жальгирис 45% фас.180г (Литва)";"vnt";1;0;0;"Vilkyskiu";"Литва";1;"SPB";0.18
"00000066";"Группа 3";"Жементалис 45% вес. (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00000843";"Группа 2";"Занавыку творож.продукт 22% (Литва)";"kg";1;0;0;"Luksiu";"Литва";1;"SPB";
"00000069";"Группа 4";"Звенигородский 50%  (Шишаки)";"kg";1;0;0;"Украина";"Украина";1;"SPB";
"00000780";"Группа 4";"Звенигородский 55% круг (Новопокровский)";"kg";1;0;0;"Новопокровский";" ";1;"SPB";
"00001367";"Группа 4";"Звенигородский 55% круг (Новопокровский) Акция";"kg";1;0;0;"Новопокровский";" ";1;"SPB";
"00001151";"Группа 4";"Звенигородский цилиндр 55% (Новопокровский)";"kg";1;0;0;"Новопокровский";" ";1;"SPB";
"00000674";"Группа 4";"Императорский 45% (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000760";"";"Инжир, фаршированные свежим сыром 250г";"vnt";1;0;0;" ";"Германия";1;"SPB";0.25
"00000700";"Группа 3";"Йоварас 45-50% Литва";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00001130";"Группа 2";"Йогурт ""Bifido"" лесные ягоды 380гх12шт(Латвия)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.38
"00001196";"Группа 2";"Йогурт ""Bifido"" с манго 380гх12шт(Латвия)";"vnt";1;0;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.38
"00001195";"Группа 2";"Йогурт ""Bifido"" с облепихой 380гх12шт(Латвия)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.38
"00001131";"Группа 2";"Йогурт ""Bifido"" с персиком 380гх12шт(Латвия)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.38
"00001063";"Группа 2";"Йогурт ""Gardus"" Есоl. с клубникой 2%  900х15";"vnt";1;0;0;"Rokiskio-milk";"Литва";1;"SPB";0.9
"00001264";"Группа 2";"Йогурт ""Gardus"" Есоl. с клубникой 2%  900х8";"vnt";1;8;0;"Rokiskio-milk";"Литва";1;"SPB";0.9
"00001064";"Группа 2";"Йогурт ""Gardus"" Есоl.с черник. и ванилью 2% 900х15";"vnt";1;0;0;"Rokiskio-milk";"Литва";1;"SPB";0.9
"00001265";"Группа 2";"Йогурт ""Gardus"" Есоl.с черник. и ванилью 2% 900х8";"vnt";1;8;0;"Rokiskio-milk";"Литва";1;"SPB";0.9
"00001065";"Группа 2";"Йогурт ""Gardus"" с клубникой 7% 140х15 (Рокишкио)";"vnt";1;0;0;"Rokiskio-milk";"Литва";1;"SPB";0.14
"00001240";"Группа 2";"Йогурт ""Gardus"" с клубникой 7% 140х9 (Рокишкио)";"vnt";1;9;0;"Rokiskio-milk";"Литва";1;"SPB";0.14
"00001066";"Группа 2";"Йогурт ""Gardus"" с черникой 7% 140х15 (Рокишкио)";"vnt";1;0;0;"Rokiskio-milk";"Литва";1;"SPB";0.14
"00001241";"Группа 2";"Йогурт ""Gardus"" с черникой 7% 140х9 (Рокишкио)";"vnt";1;9;0;"Rokiskio-milk";"Литва";1;"SPB";0.14
"00001061";"Группа 2";"Йогурт ""Gardus""с суш. абрикос. 2% 250х6 (Рокишкио)";"vnt";1;6;0;"Rokiskio-milk";"Литва";1;"SPB";0.25
"00001062";"Группа 2";"Йогурт ""Gardus""с суш. сливами 2% 250х6 (Рокишкио)";"vnt";1;6;0;"Rokiskio-milk";"Литва";1;"SPB";0.25
"00001060";"Группа 2";"Йогурт ""Gardus""с суш. яблоками 2% 250х6 (Рокишкио)";"vnt";1;6;0;"Rokiskio-milk";"Литва";1;"SPB";0.25
"00001198";"Группа 2";"Йогурт ""OGA"" с вишней  1000гх9шт(Латвия)";"vnt";1;9;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0
"00001217";"Группа 2";"Йогурт ""OGA"" с ежевикой  1000гх9шт(Латвия)";"vnt";1;0;0;"ТУКУМА ПИЕНС (Латвия)";" ";1;"SPB";0
"00001199";"Группа 2";"Йогурт ""OGA"" с малиной  1000гх9шт(Латвия)";"vnt";1;9;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0
"00001200";"Группа 2";"Йогурт ""OGA"" с черникой  1000гх9шт(Латвия)";"vnt";1;9;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0
"00000821";"Группа 4";"Колбаса ""Золотая Салями"" с/к 270г в/у (ЧМПЗ)";"vnt";1;0;0;" ";" ";1;"SPB";0.27
"00001308";"Группа 5";"Колбаса ""Салями сыровяленая"" 220гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.22
"00001358";"Группа 5";"Колбаса вар.""Любительская  по литовски"" 3шт~1кг(KREKENAVOS)";"kg";1;3;0;"Krekenavos";"Литва";1;"SPB";
"00001346";"Группа 5";"Колбаса вареная ""Klaipedskaja"" (KREKENAVOS)";"kg";1;0;0;"Krekenavos";"Литва";1;"SPB";
"00001345";"Группа 5";"Колбаса вареная ""Vilniuskaja"" (KREKENAVOS)";"kg";1;0;0;"Krekenavos";"Литва";1;"SPB";
"00001329";"Группа 5";"Колбаса вареная ""Докторская по-литовски"" 500гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.5
"00001301";"Группа 5";"Колбаса вареная ""Докторская Экстра"" 400гх2шт(KREKENAVOS)";"kg";1;0;0;"Krekenavos";"Литва";1;"SPB";0.4
"00001328";"Группа 5";"Колбаса вареная ""Любительская  по литовски"" 500гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.5
"00001302";"Группа 5";"Колбаса вареная ""Любительская Экстра"" 400гх2шт(KREKENAVOS)";"kg";1;0;0;"Krekenavos";"Литва";1;"SPB";0.4
"00001330";"Группа 5";"Колбаса вареная ""Молочная по литовски 500гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.5
"00001281";"Группа 5";"Колбаса варено-копченая Bajoru Ekstra Dry 280гх10шт(KREKENAVOS)";"vnt";1;10;0;"Krekenavos";"Литва";1;"SPB";0.28
"00001282";"Группа 5";"Колбаса варено-копченая Bajoru с сыром 220гх6шт(KREKENAVOS)";"vnt";1;6;0;"Krekenavos";"Литва";1;"SPB";0.22
"00001285";"Группа 5";"Колбаса варено-копченая Lietuviska 400гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.4
"00001283";"Группа 5";"Колбаса варено-копченая Сервелат Vilnius 375гх12шт (KREKENAVOS)";"vnt";1;12;0;"Krekenavos";"Литва";1;"SPB";0.375
"00001192";"Группа 5";"Колбаса ветчинно-рубл. ""Tarybine"" 380гх12шт(SAMSONAS)";"vnt";1;12;0;"Samsonas";"Литва";1;"SPB";0.38
"00001218";"Группа 5";"Колбаса Докторская вар.Tarybine330гх15 (SAMSONAS)";"vnt";1;15;0;"Samsonas";"Литва";1;"SPB";0.33
"00001333";"Группа 5";"Колбаса полукопченая ""Краковская"" 280гх10шт(KREKENAVOS)";"vnt";1;10;0;"Krekenavos";"Литва";1;"SPB";0.28
"00001307";"Группа 5";"Колбаса полукопченая ""Литовская"" 400гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.4
"00001214";"Группа 5";"Колбаса с/в ""Zalgiris""с боров.фас.0.175х16шт.(SAMSONAS)";"vnt";1;16;0;"Samsonas";"Литва";1;"SPB";0.175
"00001206";"Группа 5";"Колбаса с/к ""Tarybine""фас.0.230х12шт (SAMSONAS)";"vnt";1;12;0;"Samsonas";"Литва";1;"SPB";0.23
"00001207";"Группа 5";"Колбаса с/к ""Zalgiris"" фас.0.290х10шт(SAMSONAS)";"vnt";1;10;0;"Samsonas";"Литва";1;"SPB";0.29
"00001215";"Группа 5";"Колбаса с/к ""Zalgiris""с можжев.яг.0.210х14шт. (SAMSONAS)";"vnt";1;14;0;"Samsonas";"Литва";1;"SPB";0.21
"00001209";"Группа 5";"Колбаса с/к ""Говяжья Zalgiris"" фас.0.140х16шт.(SAMSONAS)";"vnt";1;16;0;"Samsonas";"Литва";1;"SPB";0.14
"00001208";"Группа 5";"Колбаса с/к ""Говяжья Zalgiris"" фас.0.215х10шт.(SAMSONAS)";"vnt";1;10;0;"Samsonas";"Литва";1;"SPB";0.215
"00001211";"Группа 5";"Колбаса с/к ""Кабанья Zalgiris"" фас.0.140х16шт.(SAMSONAS)";"vnt";1;16;0;"Samsonas";"Литва";1;"SPB";0.14
"00001210";"Группа 5";"Колбаса с/к ""Кабанья Zalgiris"" фас.0.215х10шт.(SAMSONAS)";"vnt";1;10;0;"Samsonas";"Литва";1;"SPB";0.215
"00001213";"Группа 5";"Колбаса с/к ""Оленья Zalgiris"" фас.0.140х16шт.(SAMSONAS)";"vnt";1;16;0;"Samsonas";"Литва";1;"SPB";0.14
"00001212";"Группа 5";"Колбаса с/к ""Оленья Zalgiris"" фас.0.215х10шт.(SAMSONAS)";"vnt";1;10;0;"Samsonas";"Литва";1;"SPB";0.215
"00001284";"Группа 5";"Колбаса сыровяленая Bajoru из говядины 145гх10шт(KREKENAVOS)";"vnt";1;10;0;"Krekenavos";"Литва";1;"SPB";0.145
"00001287";"Группа 5";"Колбаса сыровяленая Bajoru из свинины 145гх10шт(KREKENAVOS)";"vnt";1;10;0;"Krekenavos";"Литва";1;"SPB";0.145
"00001352";"Группа 5";"Колбаса сыровяленая Jubileinaya 160гх10шт(KREKENAVOS)";"vnt";1;10;0;"Krekenavos";"Литва";1;"SPB";0.16
"00001286";"Группа 5";"Колбаса сыровяленая Karaliaus Mindaugo 160гх10шт(KREKENAVOS)";"vnt";1;10;0;"Krekenavos";"Литва";1;"SPB";0.16
"00001289";"Группа 5";"Колбаса сыровяленая Vitauto Didzjojo 160гх10шт(KREKENAVOS)";"vnt";1;10;0;"Krekenavos";"Литва";1;"SPB";0.16
"00001288";"Группа 5";"Колбаса сырокопченая  Skilandis 350гх6шт(KREKENAVOS)";"vnt";1;6;0;"Krekenavos";"Литва";1;"SPB";0.35
"00001290";"Группа 5";"Колбаса сырокопченая  Sveikas 250гх6шт(KREKENAVOS)";"vnt";1;6;0;"Krekenavos";"Литва";1;"SPB";0.25
"00001334";"Группа 5";"Колбаса сырокопченая ""Столичная"" 250гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.25
"00001190";"Группа 5";"Колбаса""Советская""Докторская вар.220гх15(SAMSONAS)";"vnt";1;0;0;" ";"Литва";1;"SPB";0.22
"00001189";"Группа 5";"Колбаски ""Охотничьи ""Tarуbinis"" 220гх12шт  (SAMSONAS)";"vnt";1;12;0;"Samsonas";"Литва";1;"SPB";0.22
"00001373";"Группа 5";"Колбаски п/к ""Tarуbinis"" 280гх9шт  (SAMSONAS)";"vnt";1;0;0;"Samsonas";"Литва";1;"SPB";0.28
"00001374";"Группа 5";"Колбаски п/к ""Оленьи ""Zalgiris"" фас.0.230х12шт.(SAMSONAS)";"vnt";1;0;0;"Samsonas";"Литва";1;"SPB";0.23
"00001349";"Группа 5";"Колбаски сыровяленые  180гх8шт(KREKENAVOS)";"vnt";1;0;0;"Krekenavos";"Литва";1;"SPB";0.18
"00001291";"Группа 5";"Колбаски сыровяленые Sveikas 180гх8шт(KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.18
"00000028";"";"Колбасно-копченый (Лухский-Нижний Новгород)";"vnt";1;0;0;" ";"---";1;"SPB";
"00000027";"Группа 4";"Колбасно-копченый 40% сырный продукт (Бренд)";"kg";1;0;0;"Россия прочие";"---";1;"SPB";
"00000689";"Группа 4";"Колбасный копч.40% (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000690";"Группа 4";"Колбасный копч.с ветчиной 45% (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000931";"Группа 4";"Колбасный сыр  копч.(Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000932";"Группа 4";"Колбасный сыр  с ветчиной (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000634";"Группа 4";"Король Артур 50% Добряна";"kg";1;0;0;"Украина";"Украина";1;"SPB";
"00000681";"";"Коса весовая копч. 45%";"vnt";1;0;0;" ";" ";1;"SPB";
"00000979";"Группа 4";"Коса копченая в/у (Белгород)";"kg";1;0;0;"Россия прочие";" ";1;"SPB";
"00000826";"";"Косичка в/у копченая, ""новая"" (Гиагинск)";"vnt";1;0;0;" ";" ";1;"SPB";
"00000698";"Группа 4";"Костромской (Белебей) 45%";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000773";"";"Костромской (Беловежские сыры)";"vnt";1;0;0;" ";"Беларусь";1;"SPB";
"00000173";"Группа 4";"Костромской 45% (Береза)";"vnt";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00000035";"Группа 4";"Костромской 45% (Вамин)";"kg";1;0;0;"Россия прочие";"---";1;"SPB";
"00000778";"Группа 4";"Костромской 45% (Дятлово)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000798";"Группа 4";"Костромской 45% (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000680";"";"Костромской 45% (Мол.Мир)";"vnt";1;0;0;" ";" ";1;"SPB";
"00000777";"Группа 4";"Костромской 45% (Молочные горки)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000742";"Группа 4";"Костромской 45% (Мстиславль)";"kg";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00000462";"Группа 4";"Костромской 45% (Сернур)";"kg";1;0;0;"Сернур";" ";1;"SPB";
"00000128";"Группа 4";"Костромской 45% (Слуцкий)";"kg";1;16;0;"Белоруссия";"Беларусь";1;"SPB";
"00000707";"";"Костромской 45% (Смоленск)";"vnt";1;0;0;" ";" ";1;"SPB";
"00000174";"Группа 4";"Костромской 45% (Толочин)";"vnt";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00001058";"Группа 4";"Костромской 45% вес Порховский";"kg";1;0;0;"Порхов";" ";1;"SPB";
"00000130";"";"Костромской 45%(Чаусы)";"vnt";1;0;0;" ";"----";1;"SPB";
"00001068";"Группа 2";"Крем йогуртный с клуб. и малин. ""Gardus"" 5% 125х15";"vnt";1;0;0;"Rokiskio-milk";"Литва";1;"SPB";0.125
"00001242";"Группа 2";"Крем йогуртный с малиной ""Gardus"" 5% 125х9";"vnt";1;9;0;"Rokiskio-milk";"Литва";1;"SPB";0.125
"00001067";"Группа 2";"Крем йогуртный с персиком ""Gardus"" 5% 125х15";"vnt";1;0;0;"Rokiskio-milk";"Литва";1;"SPB";0.125
"00001235";"Группа 2";"Крем йогуртный с персиком ""Gardus"" 5% 125х9";"vnt";1;9;0;"Rokiskio-milk";"Литва";1;"SPB";0.125
"00000415";"";"Крем-сыр легкий с травами Exguisa 15% 175г  (10)";"vnt";1;0;0;" ";"Германия";1;"SPB";
"00000803";"Группа 4";"Крестьянское 72,5% с/сл (Курск)";"kg";1;0;0;"Россия прочие";" ";1;"SPB";
"00000286";"Группа 4";"Крестьянское масло 72,5% (Ичалки) 20кг";"kg";1;0;0;"Россия - Ичалки";"---";1;"SPB";
"00000930";"Группа 4";"Крестьянское масло 72.5% (Сернур)";"kg";1;0;0;"Сернур";" ";1;"SPB";
"00000852";"Группа 4";"Крестьянское масло фас.180г.х36шт. (Ичалки)";"vnt";1;0;0;"Россия - Ичалки";"---";1;"SPB";0.18
"00001073";"Группа 4";"Купеческий  (Белебей) 55%";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00001278";"Группа 1";"Лайме  Оригинал  45% брус (Литва)";"kg";1;0;0;"Laime";"Литва";1;"SPB";
"00000977";"Группа 1";"Лайме  Оригинал  45% круг  (Литва)";"kg";1;0;0;"Laime";"Литва";1;"SPB";
"00001292";"Группа 3";"Лайме ""Моцарелла"" в рассоле 125гх12шт (Италия)";"vnt";1;12;0;"Laime";" ";1;"SPB";0.125
"00001007";"Группа 2";"Лайме Гоуда слайс 48% 150г х13шт(Литва)";"vnt";1;13;0;"Laime";"Литва";1;"SPB";0.15
"00001124";"Группа 3";"Лайме Корлеоне слайс 45% 150г х13шт";"vnt";1;13;0;"Laime";"Литва";1;"SPB";0.15
"00001248";"Группа 2";"Лайме Лайм  48% 330г х 8шт (Литва)";"vnt";1;0;0;"Laime";"Литва";1;"SPB";0.33
"00001123";"Группа 3";"Лайме Лайм слайс 48% 150г х13шт";"vnt";1;13;0;"Laime";"Литва";1;"SPB";0.15
"00001125";"Группа 3";"Лайме Марко  слайс 45% 150г х13шт";"vnt";1;13;0;"Laime";"Литва";1;"SPB";0.15
"00001000";"Группа 1";"Лайме Моцарелла брус 2.2кг (Литва)";"kg";1;0;0;"Laime";"Литва";1;"SPB";2.2
"00001250";"Группа 1";"Лайме Оригинальный 45% мини 2х5кг круг(Литва)";"kg";1;0;0;"Laime";"Литва";1;"SPB";
"00001369";"Группа 2";"Лайме Премиум 330гх9шт(Литва)";"vnt";1;0;0;"Laime";"Литва";1;"SPB";0.33
"00001359";"Группа 1";"Лайме Российский  48%  круг 1х10кг (Литва)";"kg";1;0;0;"Laime";"Литва";1;"SPB";
"00000974";"Группа 1";"Лайме Российский 50% круг 1х10кг (Литва)";"kg";1;0;0;"Laime";"Литва";1;"SPB";10
"00000809";"Группа 2";"Сваля слайс 180г (15)";"vnt";1;15;0;"Svalia";"Литва";1;"SPB";0.18
"00000582";"Группа 2";"Сваля слайс 200г (15)";"vnt";1;15;0;"Svalia";"Литва";1;"SPB";0.2
"00000585";"Группа 2";"Сваля слайс 600г.(12)";"vnt";1;12;0;"Svalia";"Литва";1;"SPB";0.6
"00000963";"Группа 2";"Сваля фикс. 500г.(16)";"vnt";1;16;0;"Svalia";"Литва";1;"SPB";0.5
"00001188";"Группа 5";"Сервелат Tarybinis п/копч.220грх18шт(SAMSONAS)";"vnt";1;18;0;"Samsonas";"Литва";1;"SPB";0.22
"00001306";"Группа 5";"Сервелат финский полукопченый 375гх12шт(KREKENAVOS)";"vnt";1;12;0;"Krekenavos";"Литва";1;"SPB";0.375
"00000253";"";"Славянский 45-50% (Кобрин)";"vnt";1;0;0;" ";"Беларусь";1;"SPB";
"00000817";"Группа 4";"Славянский экстра  50% (Дятлово)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000557";"";"Сливки для кофе ""Сваля"" 10% 150млх12шт";"vnt";1;0;0;" ";" ";1;"SPB";
"00000704";"Группа 4";"Сливочный  (Белебей) 55%";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00001040";"Группа 4";"Сливочный  50% (Дятлово)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
